sku,product_num,product_color,product_size,total_each_sku,product_unit_price,order_date,order_id
302-Black-XS,302,Black,XS,1,69,2012/01/01,954
302-Black-S,302,Black,S,1,69,2012/01/01,971
302-Black-M,302,Black,M,1,69,2012/01/01,965
402-Navy-M,402,Navy,M,1,69,2012/01/01,960
1040-Black-XS,1040,Black,XS,1,82,2012/01/01,963
202-Natural-S,202,Natural,S,1,74.26,2012/01/01,966
601-White-XL,601,White,XL,1,62,2012/01/01,969
402-Navy-XL,402,Navy,XL,1,69,2012/01/01,969
402-Black-M,402,Black,M,1,69,2012/01/01,953
202-Black-XL,202,Black,XL,1,69,2012/01/01,972
202-Navy-XL,202,Navy,XL,1,69,2012/01/01,972
802-White-S,802,White,S,3,71,2012/01/01,952
201-Black-M,201,Black,M,1,62,2012/01/01,980
301-Black-M,301,Black,M,1,62,2012/01/01,980
402-Navy-XL,402,Navy,XL,1,69,2012/01/01,943
202-Navy-M,202,Navy,M,1,74,2016/01/01,2712
402-Black-S,402,Black,S,1,69,2012/01/01,939
402-Black-L,402,Black,L,1,69,2012/01/01,977
402-White-L,402,White,L,1,69,2012/01/01,977
402-Navy-L,402,Navy,L,1,69,2012/01/01,977
202-Black-S,202,Black,S,1,71,2015/01/01,2227
1050-Black-XS,1050,Black,XS,1,101.87,2015/01/01,2227
1050-Black-XL,1050,Black,XL,1,101.87,2015/01/01,2227
402-Black-S,402,Black,S,1,76.15,2016/01/01,2814
402-Navy-S,402,Navy,S,1,76.15,2016/01/01,2814
401-Navy-S,401,Navy,S,1,68.94,2016/01/01,2814
9001-White-XL,9001,White,XL,1,74.09,2016/01/01,2814
9001-Black-XL,9001,Black,XL,1,74.09,2016/01/01,2814
9001-Black-M,9001,Black,M,1,74.09,2016/01/01,2814
9001-White-M,9001,White,M,1,77.51,2017/01/01,3092
501-Navy-M,501,Navy,M,1,74,2019/01/01,3892
202-Black-M,202,Black,M,1,80,2019/01/01,3887
402-White-S,402,White,S,1,80,2019/01/01,3894
802-Bluestone-S,802,Bluestone,S,1,84,2019/01/01,3889
802-Black-M,802,Black,M,1,90.43,2019/01/01,3890
401-Black-XL,401,Black,XL,2,74,2019/01/01,3891
302-Bluestone-S,302,Bluestone,S,1,80,2019/01/01,3888
302-Black-S,302,Black,S,1,80,2019/01/01,3888
230-Black-XL,230,Black,XL,1,80,2019/01/01,3886
2000-Black-XL,2000,Black,XL,1,89,2019/01/01,3886
2000-Black-M,2000,Black,M,1,91.58,2019/01/01,3895
302-Black-M,302,Black,M,1,82.33,2019/01/01,3895
402-Bluestone-S,402,Bluestone,S,1,86.13,2019/01/01,3896
402-Ivory-S,402,Ivory,S,1,86.13,2019/01/01,3896
402-Black-S,402,Black,S,1,86.13,2019/01/01,3896
402-White-S,402,White,S,1,86.13,2019/01/01,3896
402-SlateGray-S,402,SlateGray,S,1,86.13,2019/01/01,3896
901-Black-M,901,Black,M,1,63.8,2012/01/01,1012
402-Black-S,402,Black,S,1,69,2012/01/01,997
402-Black-L,402,Black,L,1,71,2012/01/01,993
402-Black-M,402,Black,M,2,71,2012/01/01,993
402-Navy-XL,402,Navy,XL,1,80,2018/01/01,3470
802-ChiliPepperRed-XL,802,ChiliPepperRed,XL,1,84,2018/01/01,3470
402-ChiliPepperRed-XL,402,ChiliPepperRed,XL,2,80,2018/01/01,3470
202-Navy-M,202,Navy,M,1,80,2018/01/01,3468
402-White-XS,402,White,XS,1,80,2018/01/01,3471
802-Navy-M,802,Navy,M,1,84,2018/01/01,3469
802-Navy-S,802,Navy,S,1,84,2018/01/01,3472
802-ChiliPepperRed-S,802,ChiliPepperRed,S,1,84,2018/01/01,3472
802-Black-M,802,Black,M,1,84,2020/01/01,4245
802-White-M,802,White,M,1,84,2020/01/01,4245
802-White-L,802,White,L,1,84,2020/01/01,4245
302-Bluestone-M,302,Bluestone,M,1,80,2020/01/01,4245
302-Black-M,302,Black,M,1,80,2020/01/01,4245
802-ChiliPepperRed-XL,802,ChiliPepperRed,XL,1,76,2018/01/01,3338
802-FuchsiaPurple-XS,802,FuchsiaPurple,XS,1,76,2018/01/01,3342
802-FuchsiaPurple-S,802,FuchsiaPurple,S,1,76,2018/01/01,3353
402-White-S,402,White,S,1,74,2018/01/01,3341
402-FuchsiaPurple-S,402,FuchsiaPurple,S,1,74,2018/01/01,3341
802-ChiliPepperRed-S,802,ChiliPepperRed,S,1,76,2018/01/01,3341
501-ChiliPepperRed-M,501,ChiliPepperRed,M,1,69,2018/01/01,3336
2001-White-M,2001,White,M,1,92,2018/01/01,3336
2001-Black-XS,2001,Black,XS,1,86,2014/01/01,1393
402-Black-M,402,Black,M,1,69,2016/01/01,2350
402-Black-M,402,Black,M,1,69,2016/01/01,2345
402-Black-M,402,Black,M,1,74.28,2016/01/01,2374
802-Black-M,802,Black,M,1,71,2016/01/01,2343
401-Black-S,401,Black,S,1,66.74,2016/01/01,2346
401-White-S,401,White,S,1,66.74,2016/01/01,2346
401-Black-S,401,Black,S,2,62,2016/01/01,2363
202-Black-S,202,Black,S,2,69,2016/01/01,2351
402-Black-L,402,Black,L,1,69,2016/01/01,2365
402-White-M,402,White,M,1,69,2016/01/01,2349
402-Navy-M,402,Navy,M,1,69,2016/01/01,2349
9001-White-XXL,9001,White,XXL,1,67,2016/01/01,2349
202-Black-M,202,Black,M,1,69,2016/01/01,2360
202-White-M,202,White,M,2,69,2016/01/01,2360
901-Navy-XS,901,Navy,XS,1,37.68,2017/01/01,3171
302-SlateGray-XS,302,SlateGray,XS,1,79.66,2017/01/01,3171
2000-Black-L,2000,Black,L,1,105,2017/01/01,3172
2000-FuchsiaPurple-L,2000,FuchsiaPurple,L,1,105,2017/01/01,3172
202-Natural-M,202,Natural,M,1,69,2013/01/01,1311
402-White-M,402,White,M,1,69,2013/01/01,1261
202-Natural-M,202,Natural,M,1,69,2013/01/01,1274
202-Black-M,202,Black,M,1,69,2013/01/01,1304
201-Black-M,201,Black,M,1,66.72,2013/01/01,1277
101-Natural-L,101,Natural,L,2,31,2013/01/01,1284
401-Black-XS,401,Black,XS,1,62,2013/01/01,1286
402-Java-XS,402,Java,XS,1,69,2013/01/01,1286
402-White-XS,402,White,XS,1,69,2013/01/01,1301
202-Black-XL,202,Black,XL,1,69,2013/01/01,1340
1050-Black-XL,1050,Black,XL,1,99,2013/01/01,1291
2001-Black-L,2001,Black,L,1,86,2013/01/01,1291
402-White-M,402,White,M,1,69,2013/01/01,1336
802-Black-M,802,Black,M,1,71,2013/01/01,1336
802-Navy-S,802,Navy,S,1,71,2013/01/01,1313
402-Black-M,402,Black,M,1,69,2013/01/01,1306
402-Black-L,402,Black,L,1,69,2013/01/01,1259
402-White-L,402,White,L,1,69,2013/01/01,1259
2001-Black-M,2001,Black,M,1,86,2013/01/01,1287
202-Natural-XL,202,Natural,XL,1,69,2013/01/01,1269
202-Black-M,202,Black,M,1,69,2013/01/01,1269
402-Black-M,402,Black,M,1,71,2013/01/01,1327
1030-Black-L,1030,Black,L,1,11.32,2013/01/01,1327
401-Navy-XS,401,Navy,XS,1,63.8,2013/01/01,1327
202-Black-L,202,Black,L,1,69,2013/01/01,1263
802-White-L,802,White,L,1,71,2013/01/01,1263
202-Black-M,202,Black,M,2,69,2013/01/01,1314
202-Black-S,202,Black,S,1,69,2013/01/01,1314
202-Black-M,202,Black,M,1,69,2013/01/01,1276
302-Black-L,302,Black,L,1,69,2013/01/01,1276
302-White-L,302,White,L,1,69,2013/01/01,1276
402-Black-M,402,Black,M,1,69,2013/01/01,1276
501-Black-M,501,Black,M,1,62,2013/01/01,1262
501-White-M,501,White,M,1,62,2013/01/01,1262
2000-Black-M,2000,Black,M,1,99,2013/01/01,1262
2001-Black-M,2001,Black,M,1,86,2013/01/01,1262
401-Black-S,401,Black,S,1,63.8,2013/01/01,1333
402-Black-S,402,Black,S,1,71,2013/01/01,1333
701-Black-S,701,Black,S,1,66.89,2013/01/01,1333
401-Navy-S,401,Navy,S,1,63.8,2013/01/01,1333
202-Black-L,202,Black,L,1,69,2013/01/01,1289
201-Black-L,201,Black,L,1,62,2013/01/01,1289
601-White-L,601,White,L,1,62,2013/01/01,1289
1050-Black-L,1050,Black,L,1,99,2013/01/01,1289
2000-Black-XS,2000,Black,XS,1,99,2013/01/01,1318
2000-Black-L,2000,Black,L,1,99,2013/01/01,1318
202-Natural-S,202,Natural,S,1,69,2013/01/01,1275
202-Black-S,202,Black,S,1,69,2013/01/01,1275
202-White-S,202,White,S,1,69,2013/01/01,1275
1050-Black-XS,1050,Black,XS,1,99,2013/01/01,1275
402-White-S,402,White,S,1,69,2013/01/01,1275
501-Black-M,501,Black,M,1,63.8,2013/01/01,1282
601-Black-L,601,Black,L,1,63.8,2013/01/01,1282
601-White-M,601,White,M,1,63.8,2013/01/01,1282
1030-Black-L,1030,Black,L,1,11.32,2013/01/01,1282
1060-Black-M/L,1060,Black,M/L,1,61.74,2013/01/01,1282
1050-Black-L,1050,Black,L,1,101.87,2013/01/01,1282
1050-Black-M,1050,Black,M,1,101.87,2013/01/01,1282
202-Natural-S,202,Natural,S,2,69,2013/01/01,1345
302-Black-S,302,Black,S,2,69,2013/01/01,1345
301-Black-S,301,Black,S,2,62,2013/01/01,1345
202-Navy-M,202,Navy,M,1,69,2013/01/01,1264
301-Navy-M,301,Navy,M,1,62,2013/01/01,1264
2000-Black-M,2000,Black,M,1,99,2013/01/01,1264
2000-Navy-M,2000,Navy,M,1,99,2013/01/01,1264
402-Black-M,402,Black,M,2,80,2019/01/01,3840
402-FuchsiaPurple-M,402,FuchsiaPurple,M,1,80,2019/01/01,3840
402-ChiliPepperRed-M,402,ChiliPepperRed,M,1,80,2019/01/01,3840
601-White-M,601,White,M,1,84,2019/01/01,3840
302-Black-M,302,Black,M,1,80,2019/01/01,3838
501-SlateGray-XL,501,SlateGray,XL,1,74,2020/01/01,4013
401-Navy-M,401,Navy,M,1,74,2020/01/01,4015
402-Ivory-M,402,Ivory,M,1,80,2020/01/01,4011
401-Natural-M,401,Natural,M,1,74,2020/01/01,4017
401-White-M,401,White,M,3,74,2020/01/01,4017
401-Black-M,401,Black,M,3,74,2020/01/01,4017
402-Black-M,402,Black,M,2,80,2020/01/01,4017
402-Navy-M,402,Navy,M,2,80,2020/01/01,4017
501-Black-M,501,Black,M,3,74,2020/01/01,4017
501-Navy-M,501,Navy,M,2,74,2020/01/01,4017
301-Black-M,301,Black,M,1,74,2020/01/01,4017
301-Navy-M,301,Navy,M,1,74,2020/01/01,4017
230-Black-M,230,Black,M,1,80,2020/01/01,4012
230-White-M,230,White,M,1,80,2020/01/01,4012
230-White-M,230,White,M,1,80,2020/01/01,4014
230-Black-M,230,Black,M,1,80,2020/01/01,4014
802-Black-S,802,Black,S,2,86.43,2020/01/01,4019
402-Black-M,402,Black,M,1,80,2020/01/01,4016
402-Navy-M,402,Navy,M,1,80,2020/01/01,4016
402-SlateGray-M,402,SlateGray,M,1,80,2020/01/01,4016
402-ChiliPepperRed-M,402,ChiliPepperRed,M,1,80,2020/01/01,4016
402-White-XL,402,White,XL,1,79.66,2016/01/01,2866
601-White-M,601,White,M,1,68,2020/01/01,4244
601-Black-M,601,Black,M,1,68,2020/01/01,4244
401-Ivory-S,401,Ivory,S,1,67,2016/01/01,2786
401-Ivory-XS,401,Ivory,XS,1,67,2016/01/01,2786
401-Ivory-L,401,Ivory,L,1,67,2016/01/01,2786
402-Ivory-S,402,Ivory,S,1,74,2017/01/01,3281
402-Ivory-M,402,Ivory,M,1,74,2017/01/01,3278
402-Ivory-XL,402,Ivory,XL,1,74,2017/01/01,3285
401-Ivory-M,401,Ivory,M,1,68.94,2016/01/01,2780
802-Ivory-XS,802,Ivory,XS,1,76,2017/01/01,3288
802-Ivory-XL,802,Ivory,XL,1,76,2017/01/01,3287
802-Ivory-L,802,Ivory,L,1,76,2017/01/01,3283
1050-Black-M,1050,Black,M,1,105,2017/01/01,3289
802-Ivory-L,802,Ivory,L,1,76,2017/01/01,3289
802-Ivory-M,802,Ivory,M,1,76,2017/01/01,3286
1050-Black-L,1050,Black,L,1,109,2019/01/01,3712
1050-Black-XL,1050,Black,XL,1,109,2019/01/01,3710
1050-White-L,1050,White,L,1,109,2019/01/01,3714
1050-Black-S,1050,Black,S,1,109,2019/01/01,3715
1050-Black-S,1050,Black,S,1,109,2019/01/01,3717
1050-Black-L,1050,Black,L,1,109,2019/01/01,3719
1050-Black-S,1050,Black,S,1,109,2019/01/01,3720
1050-Black-XL,1050,Black,XL,1,109,2019/01/01,3713
1050-White-XL,1050,White,XL,1,109,2019/01/01,3713
701-Black-L,701,Black,L,1,79,2020/01/01,4001
202-White-M,202,White,M,1,80,2020/01/01,4002
802-Black-L,802,Black,L,1,84,2020/01/01,4000
701-Black-S,701,Black,S,1,79,2020/01/01,3999
2001-Navy-S,2001,Navy,S,1,78,2020/01/01,3999
501-Ivory-XS,501,Ivory,XS,1,74,2020/01/01,3999
601-Black-S,601,Black,S,1,68,2020/01/01,3999
302-Black-L,302,Black,L,1,69,2016/01/01,2376
302-White-L,302,White,L,1,69,2016/01/01,2376
302-White-XS,302,White,XS,1,69,2016/01/01,2376
901-Navy-L,901,Navy,L,1,28,2016/01/01,2376
202-Black-L,202,Black,L,1,69,2015/01/01,2156
202-Black-M,202,Black,M,1,69,2015/01/01,2156
401-Black-L,401,Black,L,1,62,2015/01/01,2156
401-White-L,401,White,L,1,62,2015/01/01,2156
901-Black-S,901,Black,S,1,38,2015/01/01,2156
901-Black-M,901,Black,M,1,38,2015/01/01,2156
802-White-L,802,White,L,1,71,2015/01/01,2156
802-Black-L,802,Black,L,1,71,2015/01/01,2156
802-Black-M,802,Black,M,1,71,2015/01/01,2156
802-Navy-S,802,Navy,S,1,71,2015/01/01,2156
230-Black-L,230,Black,L,1,69,2015/01/01,2156
230-White-L,230,White,L,1,69,2015/01/01,2156
401-Ivory-L,401,Ivory,L,1,62,2015/01/01,2156
802-Ivory-L,802,Ivory,L,1,71,2015/01/01,2156
1050-White-XS,1050,White,XS,1,109,2019/01/01,3673
1050-Black-M,1050,Black,M,1,112.16,2019/01/01,3675
501-SlateGray-XS,501,SlateGray,XS,1,72,2019/01/01,3671
501-Ivory-XS,501,Ivory,XS,1,72,2019/01/01,3671
402-White-M,402,White,M,1,80,2019/01/01,3674
402-ChiliPepperRed-M,402,ChiliPepperRed,M,1,80,2019/01/01,3674
201-Black-XS,201,Black,XS,2,72,2019/01/01,3679
201-White-XS,201,White,XS,1,72,2019/01/01,3679
301-Navy-XS,301,Navy,XS,1,72,2019/01/01,3679
9001-Black-M,9001,Black,M,1,84,2018/01/01,3434
802-Black-M,802,Black,M,1,90.43,2018/01/01,3539
302-Black-S,302,Black,S,1,69,2012/01/01,1017
302-White-S,302,White,S,1,69,2012/01/01,1017
101-Natural-L,101,Natural,L,1,58,2012/01/01,855
202-Black-L,202,Black,L,1,65,2012/01/01,855
202-White-M,202,White,M,1,74,2016/01/01,2734
2000-White-M,2000,White,M,1,108.05,2016/01/01,2867
201-White-S,201,White,S,1,72,2018/01/01,3481
230-Black-S,230,Black,S,1,80,2018/01/01,3481
230-White-S,230,White,S,1,80,2018/01/01,3481
601-White-M,601,White,M,1,69,2016/01/01,2503
901-Navy-L,901,Navy,L,1,28,2016/01/01,2503
501-Black-XS,501,Black,XS,1,62,2016/01/01,2495
501-White-XS,501,White,XS,1,62,2016/01/01,2495
301-Black-L,301,Black,L,1,62,2016/01/01,2499
301-White-L,301,White,L,1,62,2016/01/01,2499
402-Black-M,402,Black,M,2,69,2016/01/01,2496
401-Black-XL,401,Black,XL,2,74,2020/01/01,4073
201-Black-XL,201,Black,XL,2,74,2020/01/01,4071
2000-SlateGray-XS,2000,SlateGray,XS,1,88,2020/01/01,4075
2000-Black-M,2000,Black,M,1,88,2020/01/01,4075
601-White-M,601,White,M,1,69,2016/01/01,2494
501-White-M,501,White,M,1,62,2016/01/01,2494
901-Navy-M,901,Navy,M,1,28,2016/01/01,2494
2001-White-M,2001,White,M,1,86,2016/01/01,2494
202-Black-L,202,Black,L,1,69,2016/01/01,2501
601-Black-M,601,Black,M,1,69,2016/01/01,2501
202-Navy-L,202,Navy,L,1,69,2016/01/01,2501
230-Black-L,230,Black,L,1,69,2016/01/01,2501
401-Black-M,401,Black,M,1,62,2016/01/01,2500
402-Black-M,402,Black,M,1,69,2016/01/01,2500
402-Black-S,402,Black,S,1,69,2016/01/01,2500
402-White-M,402,White,M,1,69,2016/01/01,2500
402-Navy-S,402,Navy,S,1,69,2016/01/01,2500
901-Navy-S,901,Navy,S,1,28,2016/01/01,2500
501-White-S,501,White,S,1,74,2019/01/01,3819
402-Black-S,402,Black,S,2,86.12,2019/01/01,3820
302-Black-M,302,Black,M,1,86.13,2019/01/01,3820
901-Navy-S,901,Navy,S,2,59,2020/01/01,4050
601-White-S,601,White,S,1,68,2020/01/01,4061
601-Black-S,601,Black,S,1,68,2020/01/01,4061
401-Black-L,401,Black,L,2,74,2020/01/01,4053
401-White-L,401,White,L,2,74,2020/01/01,4056
301-Black-XL,301,Black,XL,2,74,2020/01/01,4054
230-FuchsiaPurple-S,230,FuchsiaPurple,S,1,69,2020/01/01,4060
230-White-S,230,White,S,1,80,2020/01/01,4060
230-SlateGray-S,230,SlateGray,S,1,80,2020/01/01,4060
1041-Black-XL,1041,Black,XL,1,89,2020/01/01,4051
302-Black-XL,302,Black,XL,1,80,2020/01/01,4051
601-Black-XL,601,Black,XL,1,68,2020/01/01,4051
501-Navy-XS,501,Navy,XS,1,58,2015/01/01,2006
901-Black-XS,901,Black,XS,1,56,2015/01/01,2006
1060-White-S,1060,White,S,1,49,2015/01/01,2015
901-Black-S,901,Black,S,1,56,2015/01/01,2015
401-Java-S,401,Java,S,1,58,2015/01/01,2015
901-Black-S,901,Black,S,1,56,2015/01/01,2011
501-Navy-XL,501,Navy,XL,1,58,2015/01/01,2002
501-Navy-L,501,Navy,L,1,58,2015/01/01,2013
501-Navy-S,501,Navy,S,1,58,2015/01/01,2004
901-Black-S,901,Black,S,1,56,2015/01/01,2004
901-Black-S,901,Black,S,1,60.28,2015/01/01,2007
901-Navy-XS,901,Navy,XS,1,58.13,2015/01/01,2007
501-Navy-L,501,Navy,L,1,58,2015/01/01,2016
501-Navy-S,501,Navy,S,1,58,2015/01/01,2005
401-Java-S,401,Java,S,1,58,2015/01/01,2005
9001-White-L,9001,White,L,2,67,2015/01/01,2280
9001-White-S,9001,White,S,1,67,2015/01/01,2279
9001-White-L,9001,White,L,2,67,2015/01/01,2279
9001-White-XL,9001,White,XL,1,67,2015/01/01,2279
802-Navy-L,802,Navy,L,1,71,2013/01/01,1331
2000-Black-S,2000,Black,S,1,106.54,2013/01/01,1324
2000-Black-M,2000,Black,M,1,105,2017/01/01,3152
2000-SlateGray-M,2000,SlateGray,M,1,105,2017/01/01,3152
302-SlateGray-L,302,SlateGray,L,1,86.09,2018/01/01,3540
802-SlateGray-L,802,SlateGray,L,1,90.44,2018/01/01,3540
1050-Black-M,1050,Black,M,1,101.87,2015/01/01,1922
601-White-XS,601,White,XS,1,63.8,2015/01/01,2078
901-Navy-XL,901,Navy,XL,1,28,2015/01/01,2081
1001-White-XL,1001,White,XL,1,62,2015/01/01,2081
202-Black-S,202,Black,S,1,71,2015/01/01,2093
201-Black-S,201,Black,S,1,28.81,2015/01/01,2093
401-Black-L,401,Black,L,1,62,2015/01/01,2096
401-Navy-L,401,Navy,L,1,45,2015/01/01,2096
202-Navy-M,202,Navy,M,2,55,2015/01/01,2086
101-Natural-XS,101,Natural,XS,1,39,2015/01/01,2075
301-Natural-XS,301,Natural,XS,1,42,2015/01/01,2075
501-Natural-XS,501,Natural,XS,1,39,2015/01/01,2075
202-Natural-L,202,Natural,L,1,69,2015/01/01,2097
202-Navy-L,202,Navy,L,1,55,2015/01/01,2097
802-Ivory-M,802,Ivory,M,1,71,2015/01/01,2076
1001-White-M,1001,White,M,1,62,2015/01/01,2076
230-Black-M,230,Black,M,2,69,2015/01/01,2085
802-White-S,802,White,S,1,71,2015/01/01,2100
802-Black-S,802,Black,S,1,71,2015/01/01,2100
1060-White-M/L,1060,White,M/L,1,49,2015/01/01,2077
401-Navy-M,401,Navy,M,1,45,2015/01/01,2077
1001-Black-M,1001,Black,M,1,62,2015/01/01,2077
401-Black-S,401,Black,S,1,63.8,2015/01/01,2102
402-Black-S,402,Black,S,1,71,2015/01/01,2102
402-White-S,402,White,S,1,71,2015/01/01,2102
401-Navy-S,401,Navy,S,1,46.31,2015/01/01,2102
201-Black-XS,201,Black,XS,1,28,2015/01/01,2094
401-Black-M,401,Black,M,2,62,2015/01/01,2089
402-Black-M,402,Black,M,3,69,2015/01/01,2089
301-Black-L,301,Black,L,1,66.74,2015/01/01,2074
501-White-L,501,White,L,1,66.74,2015/01/01,2074
2000-Black-L,2000,Black,L,1,106.57,2015/01/01,2074
2000-White-L,2000,White,L,1,106.57,2015/01/01,2074
401-White-M,401,White,M,1,67,2017/01/01,3189
401-White-M,401,White,M,1,72,2018/01/01,3430
601-Black-M,601,Black,M,1,74.09,2017/01/01,3184
202-Black-M,202,Black,M,1,74,2018/01/01,3313
402-SlateGray-XL,402,SlateGray,XL,1,74,2017/01/01,3306
802-ChiliPepperRed-L,802,ChiliPepperRed,L,1,84,2019/01/01,3678
501-Black-XL,501,Black,XL,1,67,2017/01/01,3187
901-Black-XL,901,Black,XL,1,39,2017/01/01,3187
402-Black-XL,402,Black,XL,1,74,2017/01/01,3183
302-SlateGray-XL,302,SlateGray,XL,1,74,2017/01/01,3183
802-White-M,802,White,M,1,76,2018/01/01,3370
802-Black-M,802,Black,M,1,76,2018/01/01,3370
202-Black-L,202,Black,L,1,80,2018/01/01,3483
302-SlateGray-L,302,SlateGray,L,1,80,2018/01/01,3483
802-White-S,802,White,S,1,84,2018/01/01,3582
802-Navy-S,802,Navy,S,1,84,2018/01/01,3582
202-Natural-S,202,Natural,S,1,69,2017/01/01,3190
202-White-S,202,White,S,1,74,2017/01/01,3190
301-Navy-S,301,Navy,S,1,67,2017/01/01,3190
402-Black-M,402,Black,M,1,80,2018/01/01,3647
701-Black-M,701,Black,M,1,52,2018/01/01,3647
402-Navy-M,402,Navy,M,1,80,2018/01/01,3647
202-Natural-L,202,Natural,L,1,69,2017/01/01,3301
202-Black-L,202,Black,L,1,74,2017/01/01,3301
202-White-L,202,White,L,1,74,2017/01/01,3301
802-SlateGray-M,802,SlateGray,M,1,76,2017/01/01,3216
802-Ivory-M,802,Ivory,M,2,76,2017/01/01,3216
202-Natural-S,202,Natural,S,1,74.28,2017/01/01,3181
202-Black-S,202,Black,S,1,79.66,2017/01/01,3181
401-White-S,401,White,S,1,72.13,2017/01/01,3181
301-Navy-M,301,Navy,M,1,72.13,2017/01/01,3181
401-Natural-S,401,Natural,S,1,35,2017/01/01,3271
202-Natural-XL,202,Natural,XL,1,69,2017/01/01,3185
402-White-XL,402,White,XL,1,74,2017/01/01,3185
230-SlateGray-XL,230,SlateGray,XL,1,74,2017/01/01,3185
402-Black-M,402,Black,M,3,69,2015/01/01,1915
402-White-M,402,White,M,3,69,2015/01/01,1915
402-Navy-M,402,Navy,M,1,69,2015/01/01,1915
1001-White-XS,1001,White,XS,1,74,2019/01/01,3791
402-Black-M,402,Black,M,2,69,2016/01/01,2389
601-Black-M,601,Black,M,1,62,2016/01/01,2389
1031-White-L,1031,White,L,6,8,2016/01/01,2517
1031-Black-M,1031,Black,M,4,8,2016/01/01,2517
402-Navy-M,402,Navy,M,1,69,2016/01/01,2517
401-White-XS,401,White,XS,1,72,2018/01/01,3596
2001-FuchsiaPurple-XS,2001,FuchsiaPurple,XS,1,99,2018/01/01,3596
601-White-S,601,White,S,1,63.8,2013/01/01,1053
202-White-L,202,White,L,1,69,2013/01/01,1063
202-White-S,202,White,S,1,69,2013/01/01,1079
1050-Black-XS,1050,Black,XS,1,80,2013/01/01,1060
1050-Black-S,1050,Black,S,1,80,2013/01/01,1081
401-White-M,401,White,M,2,62,2013/01/01,1082
1030-Black-L,1030,Black,L,4,16,2013/01/01,1066
802-White-L,802,White,L,1,64,2013/01/01,1066
402-Black-M,402,Black,M,1,69,2013/01/01,1057
802-Black-M,802,Black,M,1,71,2013/01/01,1057
201-White-M,201,White,M,1,62,2013/01/01,1088
1050-Black-M,1050,Black,M,1,80,2013/01/01,1088
1050-Black-L,1050,Black,L,1,80,2013/01/01,1055
301-White-S,301,White,S,1,62,2013/01/01,1080
202-Navy-S,202,Navy,S,1,69,2013/01/01,1080
802-White-S,802,White,S,1,64,2013/01/01,1069
202-Black-L,202,Black,L,1,71,2013/01/01,1083
202-White-L,202,White,L,1,71,2013/01/01,1083
1050-White-M,1050,White,M,1,82.32,2013/01/01,1083
802-Black-M,802,Black,M,1,65.86,2013/01/01,1083
501-Black-M,501,Black,M,1,62,2013/01/01,1056
1060-Black-M/L,1060,Black,M/L,1,90,2013/01/01,1056
501-Navy-M,501,Navy,M,1,62,2013/01/01,1056
401-Black-XL,401,Black,XL,2,62,2013/01/01,1054
402-Black-XL,402,Black,XL,1,69,2013/01/01,1054
401-White-XL,401,White,XL,1,62,2013/01/01,1054
402-White-XL,402,White,XL,1,69,2013/01/01,1054
201-Black-S,201,Black,S,1,67,2017/01/01,2946
401-Ivory-M,401,Ivory,M,1,67,2017/01/01,2971
201-Black-M,201,Black,M,1,67,2017/01/01,2929
9001-White-L,9001,White,L,1,72,2017/01/01,2956
402-White-S,402,White,S,1,74,2017/01/01,2930
230-Black-S,230,Black,S,1,74,2017/01/01,2927
802-White-S,802,White,S,1,76,2017/01/01,2962
802-Ivory-S,802,Ivory,S,1,76,2017/01/01,2963
1041-Black-S,1041,Black,S,1,80,2017/01/01,2957
601-White-M,601,White,M,1,72,2017/01/01,2954
501-White-M,501,White,M,1,67,2017/01/01,2954
402-Black-S,402,Black,S,1,74,2017/01/01,2932
9001-Black-XXL,9001,Black,XXL,1,72,2017/01/01,2932
501-Black-L,501,Black,L,1,67,2017/01/01,2942
601-Black-L,601,Black,L,1,68,2020/01/01,4070
501-White-M,501,White,M,1,74,2021/01/01,4287
501-Black-M,501,Black,M,1,74,2021/01/01,4289
501-Bluestone-M,501,Bluestone,M,1,74,2021/01/01,4296
1041-Black-L,1041,Black,L,1,89,2020/01/01,4180
202-Black-S,202,Black,S,1,80,2020/01/01,4200
202-Navy-S,202,Navy,S,1,80,2020/01/01,4200
101-Natural-XS,101,Natural,XS,1,26.91,2017/01/01,3074
301-Natural-XS,301,Natural,XS,1,26.91,2017/01/01,3074
202-Black-S,202,Black,S,1,74.26,2014/01/01,1365
501-White-S,501,White,S,1,66.72,2014/01/01,1365
901-Black-S,901,Black,S,1,66.72,2014/01/01,1365
202-Navy-S,202,Navy,S,1,74.26,2014/01/01,1365
501-Navy-S,501,Navy,S,1,79.66,2020/01/01,4257
801-White-M,801,White,M,1,69.97,2017/01/01,2891
501-Black-XS,501,Black,XS,1,66.74,2015/01/01,1968
601-White-XS,601,White,XS,1,68,2020/01/01,4043
202-Black-XL,202,Black,XL,1,80,2020/01/01,4045
230-Black-XL,230,Black,XL,2,80,2020/01/01,4042
401-Ivory-M,401,Ivory,M,1,74,2020/01/01,4048
401-Navy-M,401,Navy,M,1,74,2020/01/01,4048
401-Natural-M,401,Natural,M,1,74,2020/01/01,4048
501-Bluestone-M,501,Bluestone,M,1,74,2020/01/01,4048
1060-White-M/L,1060,White,M/L,1,49,2016/01/01,2504
302-Black-M,302,Black,M,1,74,2017/01/01,2955
301-Black-M,301,Black,M,1,67,2017/01/01,2955
301-White-M,301,White,M,1,67,2017/01/01,2955
301-Black-M,301,Black,M,1,62,2015/01/01,1886
301-White-M,301,White,M,1,62,2015/01/01,1886
